Reg1,Reg2,Cat,Slope,p-value,CI,Significant
Power,SBP_Distribution_STD,,0.013871812396747157,0.009298563836143576,[0.0035322  0.02421143],True
Power,SBP_Distribution_STD,Calibration_Technique,[-0.10655119  0.01643807],[0.30048743 0.00552595],"[[-0.31037103  0.09726864]
 [ 0.00499588  0.02788026]]",False
Power,SBP_Distribution_STD,Algorithm,"[ 0.14723672 -0.11675926  0.04989791 -0.55455173  0.05116891 -0.04044375
  0.03459667  0.036324    0.01532914]","[0.60101556 0.67800378 0.53076876 0.0585277  0.85561564 0.80948208
 0.77716626 0.90050677 0.01128438]","[[-0.41297274  0.70744619]
 [-0.67653858  0.44302005]
 [-0.10840883  0.20820465]
 [-1.1297481   0.02064464]
 [-0.50892349  0.6112613 ]
 [-0.37451863  0.29363114]
 [-0.20882872  0.27802206]
 [-0.5423936   0.6150416 ]
 [ 0.00360087  0.0270574 ]]",False
Power,SBP_Distribution_STD,Dataset,"[-1.06758197 -1.10763485 -0.44532114 -0.48286779 -0.4558477  -0.53947452
 -0.49144609 -0.22146191 -0.62224453  0.02270316]","[9.53442414e-06 2.45670393e-04 2.44604799e-03 8.35231671e-02
 6.37727879e-03 5.34677901e-02 7.69220106e-02 4.23232903e-01
 1.44468254e-03 8.62396194e-05]","[[-1.50845882 -0.62670513]
 [-1.67535354 -0.53991616]
 [-0.7267775  -0.16386479]
 [-1.03173033  0.06599475]
 [-0.77831897 -0.13337643]
 [-1.08727094  0.00832191]
 [-1.03767081  0.05477863]
 [-0.77097456  0.32805074]
 [-0.99472484 -0.24976422]
 [ 0.01193085  0.03347548]]",False
Power,SBP_Distribution_STD,Testing_Subject_Characteristics,[-0.12753762  0.01459081 -0.05950681  0.00944348],[0.15697981 0.87560959 0.66839361 0.12291474],"[[-0.30542731  0.05035207]
 [-0.17082995  0.20001158]
 [-0.33568753  0.21667391]
 [-0.00262322  0.02151018]]",False
Power,SBP_Distribution_STD,Sensor_Data,"[ 0.19806266  0.26225607  0.39814887  0.3629592   0.05041663  0.22850031
  0.3930976   0.21292519  0.31007784  0.76063086  0.76063086 -0.14728464
  0.46016408  0.1797108   0.19375792  0.41778981  0.39298115  0.29357557
  0.29455311  0.46894075  0.02108469]","[0.52406118 0.51349528 0.22809783 0.21446649 0.88442923 0.43680239
 0.21019663 0.59666103 0.44463246 0.06382617 0.06382617 0.71319813
 0.2547094  0.58384488 0.63103189 0.3026875  0.2625274  0.46515846
 0.4744159  0.18192337 0.00213851]","[[-0.4224365   0.81856183]
 [-0.53875723  1.06326937]
 [-0.25755616  1.0538539 ]
 [-0.21713704  0.94305544]
 [-0.6432677   0.74410097]
 [-0.35739298  0.8143936 ]
 [-0.22923131  1.01542651]
 [-0.59066119  1.01651156]
 [-0.49881378  1.11896946]
 [-0.04547797  1.56673969]
 [-0.04547797  1.56673969]
 [-0.94820102  0.65363175]
 [-0.34243656  1.26276471]
 [-0.47546316  0.83488475]
 [-0.6122038   0.99971965]
 [-0.38846821  1.22404784]
 [-0.30394208  1.08990438]
 [-0.50814804  1.09529918]
 [-0.52687707  1.1159833 ]
 [-0.22716745  1.16504896]
 [ 0.00802302  0.03414636]]",False
Power,DBP_Distribution_STD,,0.020371104407346134,0.04535020597352593,[0.00043427 0.04030794],True
Power,DBP_Distribution_STD,Calibration_Technique,[-0.05860315  0.02297113],[0.57164546 0.04122642],"[[-0.26447091  0.14726461]
 [ 0.00094274  0.04499953]]",False
Power,DBP_Distribution_STD,Algorithm,"[ 0.11097294 -0.1172483   0.07121633 -0.46399558 -0.04978073  0.14420974
  0.05240098  0.00981948  0.02231418]","[0.69702569 0.68108694 0.37247531 0.11064063 0.86219084 0.48401586
 0.674912   0.97366596 0.0506867 ]","[[-4.56747699e-01  6.78693576e-01]
 [-6.85443933e-01  4.50947328e-01]
 [-8.73894905e-02  2.29822155e-01]
 [-1.03729408e+00  1.09302911e-01]
 [-6.21286564e-01  5.21725105e-01]
 [-2.65608529e-01  5.54028016e-01]
 [-1.96423671e-01  3.01225633e-01]
 [-5.83052961e-01  6.02691927e-01]
 [-6.89475149e-05  4.46973159e-02]]",False
Power,DBP_Distribution_STD,Dataset,"[-0.92436792 -0.86552434 -0.37044418 -0.35960568 -0.29116672 -0.33103261
 -0.32958277 -0.0716659  -0.47324973  0.02670672]","[1.48976529e-04 3.98360744e-03 1.48400826e-02 2.14448997e-01
 7.64579884e-02 2.49065363e-01 2.51427934e-01 8.02816052e-01
 1.57774587e-02 7.04538449e-03]","[[-1.37974021 -0.46899563]
 [-1.44299128 -0.28805739]
 [-0.66568226 -0.07520609]
 [-0.93319737  0.21398602]
 [-0.61430028  0.03196684]
 [-0.90026542  0.2382002 ]
 [-0.89918955  0.24002401]
 [-0.64370707  0.50037526]
 [-0.8540808  -0.09241866]
 [ 0.00757777  0.04583567]]",False
Power,DBP_Distribution_STD,Testing_Subject_Characteristics,[-0.15779575 -0.01552124 -0.06836677  0.01573475],[0.04952274 0.86279697 0.64164241 0.12418949],"[[-3.15251922e-01 -3.39576404e-04]
 [-1.94268693e-01  1.63226204e-01]
 [-3.60503123e-01  2.23769575e-01]
 [-4.44422089e-03  3.59137272e-02]]",False
Power,DBP_Distribution_STD,Sensor_Data,"[ 0.22298827  0.15664522  0.3776292   0.36789624  0.0800901   0.25940974
  0.3161844   0.25575338  0.6564765   0.6564765  -0.19008607  0.38327591
  0.21077998  0.22547486  0.29653037  0.20745272  0.30000913  0.20607417
  0.37503619  0.02585623]","[0.48792941 0.70848326 0.26868368 0.22379926 0.82362214 0.39306868
 0.32660527 0.54374314 0.11804871 0.11804871 0.64703034 0.35672268
 0.53422687 0.58994942 0.47525171 0.56561101 0.4707068  0.62918905
 0.29831159 0.04701689]","[[-4.18677875e-01  8.64654406e-01]
 [-6.81086463e-01  9.94376906e-01]
 [-3.01067996e-01  1.05632640e+00]
 [-2.32477611e-01  9.68270091e-01]
 [-6.38757898e-01  7.98938099e-01]
 [-3.46007711e-01  8.64827195e-01]
 [-3.25465520e-01  9.57834318e-01]
 [-5.85484536e-01  1.09699130e+00]
 [-1.72990815e-01  1.48594382e+00]
 [-1.72990815e-01  1.48594382e+00]
 [-1.01986207e+00  6.39689930e-01]
 [-4.45115061e-01  1.21166689e+00]
 [-4.66397790e-01  8.87957748e-01]
 [-6.10450063e-01  1.06139978e+00]
 [-5.32304643e-01  1.12536539e+00]
 [-5.13822066e-01  9.28727503e-01]
 [-5.29935388e-01  1.12995365e+00]
 [-6.46855132e-01  1.05900348e+00]
 [-3.42345918e-01  1.09241830e+00]
 [ 3.55210117e-04  5.13572547e-02]]",False
Power,SBP_Error_STD,,0.0045229610787954075,0.5293287554213857,[-0.00975161  0.01879754],False
Power,SBP_Error_STD,Calibration_Technique,[0.01952226 0.00453358],[0.8418287  0.53132454],"[[-0.17498893  0.21403344]
 [-0.0098471   0.01891425]]",False
Power,SBP_Error_STD,Algorithm,"[ 0.12173575 -0.13638066  0.09743369 -0.46784548  0.02270046 -0.08755256
  0.00552881 -0.26194653  0.00934364]","[0.6782058  0.64199361 0.22969425 0.12542424 0.9382658  0.61475959
 0.96582933 0.3940405  0.24124071]","[[-0.46229111  0.70576262]
 [-0.72019147  0.44743015]
 [-0.06317315  0.25804053]
 [-1.07002115  0.1343302 ]
 [-0.56113314  0.60653405]
 [-0.43370948  0.25860436]
 [-0.25155054  0.26260815]
 [-0.87228931  0.34839625]
 [-0.00644726  0.02513455]]",False
Power,SBP_Error_STD,Dataset,"[-0.90836902 -0.84205603 -0.35284981 -0.23419464 -0.2449193  -0.29432022
 -0.26165427 -0.03596926 -0.45268223  0.01166277]","[4.39832961e-04 8.62907906e-03 2.70826512e-02 4.40651617e-01
 1.54132475e-01 3.33814577e-01 3.90141537e-01 9.05747156e-01
 2.94978477e-02 1.30216003e-01]","[[-1.39640552 -0.42033253]
 [-1.46217633 -0.22193573]
 [-0.66432478 -0.04137485]
 [-0.83782782  0.36943855]
 [-0.58439876  0.09456016]
 [-0.89869916  0.31005873]
 [-0.86642145  0.34311291]
 [-0.64123103  0.56929251]
 [-0.85870186 -0.0466626 ]
 [-0.00354408  0.02686961]]",False
Power,SBP_Error_STD,Testing_Subject_Characteristics,[-0.20030297 -0.023533   -0.11949561 -0.00064983],[0.01512346 0.79729218 0.38701068 0.92864429],"[[-0.36060077 -0.04000517]
 [-0.20576281  0.1586968 ]
 [-0.39351966  0.15452845]
 [-0.01508615  0.01378649]]",False
Power,SBP_Error_STD,Sensor_Data,"[ 2.16426595e-01  2.82815357e-01  3.20098477e-01  3.25156632e-01
  3.35654513e-02  2.82294817e-01  3.13100763e-01  1.06280067e-01
  1.26884157e-01  6.12181965e-01  6.12233514e-01 -1.41043916e-01
  3.75330790e-01  2.42891847e-01  3.38172654e-01  2.67608016e-01
  2.82657746e-01  3.51564092e-01  3.49791574e-05  3.73277789e-01
  1.84100828e-04]","[0.53538598 0.52404756 0.37792429 0.32094393 0.93015514 0.3927361
 0.3642548  0.81086392 0.7742861  0.17237823 0.17211529 0.74988312
 0.39923142 0.51425068 0.44905309 0.54639788 0.46346498 0.42859852
 0.99993688 0.33294178 0.98401818]","[[-0.48060048  0.91345367]
 [-0.60317145  1.16880216]
 [-0.40307833  1.04327528]
 [-0.32673181  0.97704507]
 [-0.73237709  0.79950799]
 [-0.37583135  0.94042098]
 [-0.37417299  1.00037451]
 [-0.78175204  0.99431217]
 [-0.75772777  1.01149609]
 [-0.27637142  1.50073535]
 [-0.27583949  1.50030652]
 [-1.02551654  0.74342871]
 [-0.5119015   1.26256308]
 [-0.50031555  0.98609924]
 [-0.55268502  1.22903032]
 [-0.61812462  1.15334065]
 [-0.48631331  1.0516288 ]
 [-0.53384333  1.23697152]
 [-0.88440412  0.88447407]
 [-0.39407256  1.14062814]
 [-0.01819867  0.01856687]]",False
Power,DBP_Error_STD,,-0.009741716772810575,0.3055610555989292,[-0.02857462  0.00909119],False
Power,DBP_Error_STD,Calibration_Technique,[ 0.01736186 -0.00955895],[0.85719073 0.32090657],"[[-0.17451644  0.20924017]
 [-0.02864179  0.00952388]]",False
Power,DBP_Error_STD,Algorithm,"[ 0.10122754 -0.13401123  0.09308122 -0.37289087  0.02156831  0.08662494
  0.02881046 -0.09229473 -0.00465654]","[0.73009924 0.64663415 0.25492894 0.20560599 0.94112447 0.6828236
 0.8205838  0.7813559  0.68580821]","[[-0.48312248  0.68557755]
 [-0.71594304  0.44792058]
 [-0.06892971  0.25509216]
 [-0.95588904  0.2101073 ]
 [-0.56029721  0.60343383]
 [-0.33548648  0.50873636]
 [-0.2242527   0.28187362]
 [-0.75465603  0.57006656]
 [-0.02757544  0.01826236]]",False
Power,DBP_Error_STD,Dataset,"[-0.88679883 -0.74557338 -0.35063398 -0.26820876 -0.21941916 -0.32787415
 -0.28597798  0.00344647 -0.40178247  0.00531006]","[0.00142767 0.01657847 0.02805658 0.37644125 0.19811557 0.27991404
 0.34755006 0.99089416 0.04865695 0.61131247]","[[-1.41676372 -0.35683394]
 [-1.35040633 -0.14074043]
 [-0.66216068 -0.03910728]
 [-0.87055051  0.33413299]
 [-0.55679766  0.11795935]
 [-0.92960651  0.27385821]
 [-0.89044049  0.31848453]
 [-0.5984414   0.60533434]
 [-0.80111654 -0.00244839]
 [-0.01549208  0.02611221]]",False
Power,DBP_Error_STD,Testing_Subject_Characteristics,[-0.19416553 -0.02971046 -0.1373686  -0.01233644],[0.01463555 0.74063369 0.30739478 0.18588403],"[[-0.34874092 -0.03959013]
 [-0.20824236  0.14882144]
 [-0.40408312  0.12934593]
 [-0.03076635  0.00609348]]",False
Power,DBP_Error_STD,Sensor_Data,"[ 0.33330459  0.35613779  0.37514195  0.42747615  0.08189755  0.34798148
  0.37943271  0.14053354  0.20428047  0.66643179  0.6654508  -0.08644435
  0.41388068  0.31836712  0.41351705  0.33535624  0.36181977  0.42359225
  0.02242257  0.42747347 -0.01401411]","[0.33107703 0.40752811 0.28579404 0.17637938 0.82470377 0.2711404
 0.25766618 0.7412655  0.63426729 0.12303289 0.12350702 0.83950074
 0.33326194 0.36712379 0.33699257 0.43465121 0.33422886 0.32515696
 0.95791792 0.25143619 0.20716283]","[[-0.34943567  1.01604485]
 [-0.50113133  1.21340691]
 [-0.32385023  1.07413413]
 [-0.19903309  1.05398539]
 [-0.65778692  0.82158203]
 [-0.2806895   0.97665246]
 [-0.28673946  1.04560488]
 [-0.71068258  0.99174966]
 [-0.65394499  1.06250593]
 [-0.18729711  1.52016068]
 [-0.1881277   1.5190293 ]
 [-0.94034851  0.76745981]
 [-0.43779025  1.26555162]
 [-0.38494159  1.02167582]
 [-0.4440656   1.2710997 ]
 [-0.5207947   1.19150717]
 [-0.3842276   1.10786713]
 [-0.43342993  1.28061443]
 [-0.82789741  0.87274256]
 [-0.31312905  1.16807599]
 [-0.03605626  0.00802805]]",False
Power,SBP_ED,,0.005633919336980199,0.8386849144840886,[-0.04937917  0.060647  ],False
Power,SBP_ED,Calibration_Technique,[0.01435331 0.00438741],[0.88919204 0.8808746 ],"[[-0.19049303  0.21919965]
 [-0.05382643  0.06260125]]",False
Power,SBP_ED,Algorithm,"[ 0.10826491 -0.14165048  0.10878955 -0.38706944  0.01417633 -0.09653041
  0.02001793 -0.1811949  -0.01374421]","[0.71482545 0.63283042 0.2030219  0.19468486 0.96183459 0.5831618
 0.87803384 0.54801957 0.65863123]","[[-0.48163882  0.69816864]
 [-0.7317013   0.44840034]
 [-0.06028889  0.27786799]
 [-0.97742637  0.20328749]
 [-0.57595574  0.6043084 ]
 [-0.44648223  0.25342142]
 [-0.23979463  0.27983048]
 [-0.78111532  0.41872552]
 [-0.07566261  0.0481742 ]]",False
Power,SBP_ED,Dataset,"[-0.8259263  -0.72865886 -0.35451461 -0.25334672 -0.20678918 -0.32079617
 -0.29167064  0.00924249 -0.39203325 -0.00405757]","[0.0012126  0.02096127 0.03074284 0.41934146 0.24563852 0.30957952
 0.35553937 0.97610875 0.05863989 0.88388028]","[[-1.31195246 -0.33990015]
 [-1.3432891  -0.11402863]
 [-0.6749955  -0.03403371]
 [-0.87670021  0.37000677]
 [-0.55964363  0.14606527]
 [-0.9470933   0.30550097]
 [-0.91841548  0.3350742 ]
 [-0.60569312  0.62417811]
 [-0.7988552   0.01478869]
 [-0.05940848  0.05129334]]",False
Power,SBP_ED,Testing_Subject_Characteristics,[-0.20284705 -0.02932158 -0.12107224 -0.00604004],[0.01413376 0.7588317  0.37853502 0.83010033],"[[-0.36348883 -0.04220526]
 [-0.21925725  0.1606141 ]
 [-0.39378117  0.15163669]
 [-0.06203194  0.04995186]]",False
Power,SBP_ED,Sensor_Data,"[ 0.28748381  0.33100116  0.38173498  0.39389366  0.03835037  0.34551524
  0.3822416   0.19166224  0.20462325  0.70636622  0.70515928 -0.13035245
  0.45359404  0.32602222  0.39226777  0.35084994  0.36508284  0.38335984
  0.10434188  0.43869321  0.0323999 ]","[0.40880536 0.45390245 0.29591267 0.22840918 0.91946067 0.29226376
 0.27305601 0.66808457 0.64615088 0.11989042 0.12029266 0.76612508
 0.31088226 0.37674674 0.37605497 0.4331736  0.34964637 0.38452246
 0.81709679 0.25789208 0.3364065 ]","[[-0.40617735  0.98114497]
 [-0.55041627  1.21241858]
 [-0.34457233  1.1080423 ]
 [-0.2552445   1.04303182]
 [-0.72024498  0.79694573]
 [-0.30687154  0.99790202]
 [-0.31091518  1.07539839]
 [-0.70155178  1.08487625]
 [-0.68585405  1.09510055]
 [-0.19057455  1.60330698]
 [-0.19124636  1.60156492]
 [-1.006503    0.7457981 ]
 [-0.43688228  1.34407036]
 [-0.40870696  1.06075141]
 [-0.49046252  1.27499806]
 [-0.54163248  1.24333237]
 [-0.41210219  1.14226787]
 [-0.49492218  1.26164187]
 [-0.79778732  1.00647109]
 [-0.33166714  1.20905356]
 [-0.03468873  0.09948852]]",False
Power,DBP_ED,,0.026461706949487733,0.39636941889711497,[-0.03542615  0.08834956],False
