Reg1,Reg2,Cat,Slope,p-value,CI,Significant
SBP_Distribution_STD,DBP_Distribution_STD,Sensor_Data,"[ 1.2475972  -6.58052088 -0.26436371 -0.73965476  1.98468114  1.16639323
 -3.61638958  3.8755092  -4.40096427 -4.40096427 -2.63938565 -3.55682738
  1.05337095  0.09300166 -5.39825041 -9.7405773   0.60066109 -1.64005073
 -4.43764775  1.54704508]","[7.53368686e-01 2.07930602e-01 9.49784076e-01 8.42143115e-01
 6.55651334e-01 7.55541590e-01 3.64273699e-01 4.57682324e-01
 3.92823228e-01 3.92823228e-01 6.07553311e-01 4.88662309e-01
 8.01487908e-01 9.85648042e-01 2.95154168e-01 3.31263623e-02
 9.07887676e-01 7.56001616e-01 3.19802789e-01 5.01937968e-13]","[[ -6.69384382   9.18903821]
 [-16.94852433   3.78748257]
 [ -8.66411154   8.13538412]
 [ -8.17005076   6.69074124]
 [ -6.9119843   10.88134658]
 [ -6.32642381   8.65921028]
 [-11.55762983   4.32485067]
 [ -6.53588839  14.28690679]
 [-14.66668561   5.86475707]
 [-14.66668561   5.86475707]
 [-12.90892732   7.63015602]
 [-13.80922755   6.6955728 ]
 [ -7.32757199   9.43431389]
 [-10.25264076  10.43864407]
 [-15.65614621   4.85964538]
 [-18.66727733  -0.81387727]
 [ -9.78692273  10.9882449 ]
 [-12.1961442    8.91604275]
 [-13.31617094   4.44087545]
 [  1.23143724   1.86265292]]",False
SBP_Distribution_STD,SBP_Error_STD,,0.45083790410288155,0.004302117293871094,[0.14631587 0.75535994],True
SBP_Distribution_STD,SBP_Error_STD,Calibration_Technique,[7.78793472 0.45507241],[7.73489745e-05 1.42050657e-03],"[[ 4.09707616 11.47879328]
 [ 0.18219841  0.72794642]]",True
SBP_Distribution_STD,SBP_Error_STD,Algorithm,"[ -1.70296787  -1.28109493   3.40569114   6.02228351  -1.86998206
  -3.09417034  -1.7968232  -19.01634647   0.57037624]","[7.62317722e-01 8.19927556e-01 3.09726473e-02 3.01581070e-01
 7.39750984e-01 3.55407144e-01 4.69295915e-01 1.91474771e-03
 3.83181204e-04]","[[-12.91508709   9.50915135]
 [-12.48906632   9.92687646]
 [  0.3223689    6.48901338]
 [ -5.53825565  17.58282267]
 [-13.07839078   9.33842667]
 [ -9.7396739    3.55133323]
 [ -6.73221987   3.13857348]
 [-30.73367723  -7.29901571]
 [  0.26722326   0.87352923]]",False
SBP_Distribution_STD,SBP_Error_STD,Dataset,"[ 8.88895642 14.28989736  3.96083808 16.36265892 10.03465271  9.98098353
  9.21865267  9.17191065  8.83824456  0.24428028]","[0.09095664 0.03371525 0.23501706 0.01313173 0.00710911 0.1245497
 0.15565991 0.15806538 0.04443418 0.13495514]","[[-1.46145018 19.23936302]
 [ 1.13822272 27.441572  ]
 [-2.64500497 10.56668113]
 [ 3.56064738 29.16467047]
 [ 2.83488292 17.2344225 ]
 [-2.83684432 22.79881138]
 [-3.60740896 22.0447143 ]
 [-3.66464046 22.00846175]
 [ 0.22727335 17.44921577]
 [-0.07823046  0.56679103]]",False
SBP_Distribution_STD,SBP_Error_STD,Testing_Subject_Characteristics,[-6.73488988 -3.63046685 -5.29624878  0.30287127],[7.70948288e-05 4.95117145e-02 5.64995727e-02 3.89121954e-02],"[[-9.92139220e+00 -3.54838757e+00]
 [-7.25294766e+00 -7.98604258e-03]
 [-1.07434745e+01  1.50976918e-01]
 [ 1.58968459e-02  5.89845696e-01]]",False
SBP_Distribution_STD,SBP_Error_STD,Sensor_Data,"[ -1.4270379    0.03694803  -4.39535771  -3.99927975  -0.76962929
   0.29326805  -4.7756326   -6.48634313  -9.00732874  -8.56915324
  -8.47466659   0.14477194  -5.28294029  -0.1456642    4.93940208
  -7.98075053  -6.45194807   8.03735778 -13.90588406  -5.36841689
   0.33745231]","[0.8328776  0.99656974 0.53178144 0.52795182 0.91750101 0.96335946
 0.47496176 0.45279033 0.29662297 0.3226121  0.32766322 0.98653698
 0.5401146  0.98387959 0.56825776 0.35511092 0.38890451 0.35156395
 0.10978372 0.47197171 0.06313644]","[[-1.49507947e+01  1.20967189e+01]
 [-1.71530155e+01  1.72269116e+01]
 [-1.84264729e+01  9.63575750e+00]
 [-1.66472543e+01  8.64869477e+00]
 [-1.56304876e+01  1.40912290e+01]
 [-1.24757311e+01  1.30622672e+01]
 [-1.81101548e+01  8.55888958e+00]
 [-2.37159897e+01  1.07433034e+01]
 [-2.61706169e+01  8.15595946e+00]
 [-2.58089138e+01  8.67060733e+00]
 [-2.57051067e+01  8.75577350e+00]
 [-1.70158134e+01  1.73053573e+01]
 [-2.24970689e+01  1.19311883e+01]
 [-1.45654140e+01  1.42740856e+01]
 [-1.23450663e+01  2.22238704e+01]
 [-2.51657827e+01  9.20428164e+00]
 [-2.13715658e+01  8.46766968e+00]
 [-9.14136461e+00  2.52160802e+01]
 [-3.10658189e+01  3.25405077e+00]
 [-2.02565896e+01  9.51975579e+00]
 [-1.92112044e-02  6.94115823e-01]]",False
SBP_Distribution_STD,DBP_Error_STD,,0.2035761046674477,0.35396216171017236,[-0.23175392  0.63890613],False
SBP_Distribution_STD,DBP_Error_STD,Calibration_Technique,[8.12503053 0.28910591],[1.17629504e-04 1.47660817e-01],"[[ 4.16336974 12.08669131]
 [-0.10489228  0.6831041 ]]",False
SBP_Distribution_STD,DBP_Error_STD,Algorithm,"[ -0.86854438  -1.63036073   4.1003522   10.38563969  -2.30178004
  -2.10451943  -0.29251912 -20.74498868   0.59053796]","[0.88532139 0.78578025 0.01656796 0.08776809 0.70123874 0.62884998
 0.9106905  0.00340243 0.01479542]","[[-12.86667207  11.1295833 ]
 [-13.57883684  10.31811538]
 [  0.77387354   7.42683086]
 [ -1.58473131  22.35601069]
 [-14.24889498   9.64533491]
 [-10.77149398   6.56245512]
 [ -5.48852164   4.90348339]
 [-34.34487769  -7.14509967]
 [  0.1199572    1.06111872]]",False
SBP_Distribution_STD,DBP_Error_STD,Dataset,"[1.04956085e+01 1.66151228e+01 3.87996409e+00 1.57886830e+01
 1.06985578e+01 9.24288527e+00 8.42336158e+00 1.00737653e+01
 1.00667286e+01 8.40370076e-03]","[0.07462054 0.01457547 0.25825765 0.01948582 0.00516191 0.16443716
 0.20652962 0.13039544 0.02441291 0.97058553]","[[-1.07665937 22.06787634]
 [ 3.4080424  29.82220326]
 [-2.92250619 10.68243437]
 [ 2.63600027 28.94136576]
 [ 3.33158977 18.06552588]
 [-3.8964909  22.38226144]
 [-4.77562991 21.62235306]
 [-3.06900647 23.2165371 ]
 [ 1.34690397 18.7865532 ]
 [-0.4458302   0.46263761]]",False
SBP_Distribution_STD,DBP_Error_STD,Testing_Subject_Characteristics,[-7.44342027 -3.58329955 -5.99458775  0.10152274],[2.42089843e-05 6.22059427e-02 3.74169348e-02 6.04219342e-01],"[[-10.70888454  -4.17795599]
 [ -7.35485419   0.18825509]
 [-11.62903412  -0.36014139]
 [ -0.28781627   0.49086174]]",False
SBP_Distribution_STD,DBP_Error_STD,Sensor_Data,"[  0.04569882   0.44182421  -4.10240412  -2.17385508  -1.17071646
   2.11737352  -4.2723893   -5.27650675  -9.2720718   -7.40939992
  -7.40187814  -0.11799624  -4.28017517   2.514782     6.33049355
  -7.61577942  -5.80174266   8.25090982 -14.14192647  -4.92697882
   0.10745405]","[0.99493304 0.96100091 0.57827087 0.74214675 0.88064953 0.74944433
 0.54366878 0.55718042 0.30805153 0.41195858 0.41234821 0.98953963
 0.6339067  0.73458184 0.48484674 0.40047896 0.46192418 0.36315512
 0.11936763 0.52879851 0.64408905]","[[-14.35411379  14.44551144]
 [-17.63901183  18.52266026]
 [-18.84498932  10.64018109]
 [-15.38768796  11.0399778 ]
 [-16.77155106  14.43011813]
 [-11.1420531   15.37680014]
 [-18.322761     9.77798241]
 [-23.22967782  12.67666432]
 [-27.37307824   8.82893464]
 [-25.41556843  10.59676859]
 [-25.40487458  10.60111831]
 [-18.1278613   17.89186881]
 [-22.24293882  13.68258848]
 [-12.31884393  17.34840794]
 [-11.7569552   24.4179423 ]
 [-25.67303162  10.44147277]
 [-21.53677834   9.93329301]
 [ -9.82471805  26.3265377 ]
 [-32.07619697   3.79234402]
 [-20.54717605  10.69321842]
 [ -0.35744148   0.57234957]]",False
SBP_Distribution_STD,SBP_ED,,1.8650351305557298,0.001744441815721586,[0.72328064 3.00678962],True
SBP_Distribution_STD,SBP_ED,Calibration_Technique,[6.29845395 1.32413262],[0.00263297 0.02222702],"[[ 2.27465847 10.32224943]
 [ 0.19504258  2.45322267]]",True
SBP_Distribution_STD,SBP_ED,Algorithm,"[ -1.85121318  -0.7726388    2.27696222  12.03852651  -1.4854197
  -2.985522     0.61779687 -10.01554018   1.43830573]","[0.75764016 0.89751346 0.19027389 0.04845892 0.80448448 0.4027194
 0.81505809 0.10425375 0.02413531]","[[-13.79655777  10.09413141]
 [-12.72091327  11.17563567]
 [ -1.16109311   5.71501754]
 [  0.08415444  23.99289857]
 [-13.43531271  10.46447332]
 [-10.07182951   4.1007855 ]
 [ -4.6422564    5.87785014]
 [-22.16043692   2.12935655]
 [  0.19475065   2.68186081]]",False
SBP_Distribution_STD,SBP_ED,Dataset,"[10.12713082 16.18986985  2.65670579 11.48950624  8.47738376  5.88807371
  4.98489883  9.38088983  9.5665864   1.52797619]","[0.04089799 0.01051805 0.40895201 0.07410152 0.01907458 0.34942981
 0.42810326 0.13124825 0.02164561 0.00749373]","[[ 0.43321788 19.82104376]
 [ 3.93091643 28.44882328]
 [-3.73536562  9.0487772 ]
 [-1.15468877 24.13370125]
 [ 1.43961372 15.51515379]
 [-6.60357894 18.37972637]
 [-7.51568344 17.4854811 ]
 [-2.88415446 21.64593413]
 [ 1.45242121 17.68075159]
 [ 0.42398845  2.63196394]]",False
SBP_Distribution_STD,SBP_ED,Testing_Subject_Characteristics,[-6.5438728  -2.37801909 -5.3643508   1.39837019],[9.43672212e-05 2.02984803e-01 4.87491669e-02 1.16672524e-02],"[[ -9.68337391  -3.40437169]
 [ -6.07087545   1.31483726]
 [-10.6983774   -0.03032421]
 [  0.32233703   2.47440336]]",False
SBP_Distribution_STD,SBP_ED,Sensor_Data,"[ 4.35281348  3.33677555 -0.68035887  1.57528538 -0.56458423  5.64900704
 -0.40499735 -0.8729596  -4.8772303  -2.42414607 -2.48332169  0.82004747
 -0.18735972  7.06957617  9.49982443 -3.04223123 -1.1922094   8.87609383
 -8.85414746 -1.33052838  1.58855755]","[0.51246708 0.69231234 0.92193792 0.799658   0.93794095 0.36705644
 0.95126053 0.91856751 0.56731631 0.77746377 0.77205222 0.92200192
 0.9824387  0.31667159 0.2633645  0.72156318 0.87251829 0.29188792
 0.30717906 0.85663685 0.01628625]","[[ -8.90951716  17.61514412]
 [-13.5153274   20.1888785 ]
 [-14.56686185  13.20614411]
 [-10.83579563  13.98636639]
 [-15.06841254  13.93924407]
 [ -6.82418545  18.12219953]
 [-13.65768463  12.84768994]
 [-17.95060537  16.20468617]
 [-21.902552    12.1480914 ]
 [-19.5730448   14.72475265]
 [-19.62198919  14.6553458 ]
 [-15.93135639  17.57145134]
 [-17.21266257  16.83794314]
 [ -6.97794717  21.11709951]
 [ -7.37737968  26.37702855]
 [-20.10588954  14.02142709]
 [-16.05145966  13.66704087]
 [ -7.87015883  25.62234648]
 [-26.10224562   8.39395071]
 [-16.05929544  13.39823867]
 [  0.30586853   2.87124657]]",False
SBP_Distribution_STD,DBP_ED,,1.8377093396356408,0.008373933916841565,[0.4879383  3.18748037],True
SBP_Distribution_STD,DBP_ED,Calibration_Technique,[6.92367699 1.2106864 ],[0.00104368 0.06820824],"[[ 2.89573028 10.95162371]
 [-0.09313621  2.51450901]]",False
SBP_Distribution_STD,DBP_ED,Algorithm,"[ -2.98652505  -0.86517393   2.30650816  11.26694934  -2.34920675
  -4.23676484   0.05019582 -10.81058664   1.34528577]","[0.62587463 0.88763637 0.19448337 0.06927442 0.70095904 0.33578982
 0.98507206 0.08544937 0.06719904]","[[-15.18307952   9.21002941]
 [-13.06820892  11.33786106]
 [ -1.21088239   5.82389871]
 [ -0.91789709  23.45179577]
 [-14.53386085   9.83544734]
 [-12.9746769    4.50114723]
 [ -5.29683497   5.39722661]
 [-23.1778684    1.55669511]
 [ -0.09838005   2.7889516 ]]",False
SBP_Distribution_STD,DBP_ED,Dataset,"[11.5442319  16.45188513  3.57020657 14.6732334   9.40990074  9.09268034
  5.95384368  9.61463471  9.74779921  1.60059488]","[0.02263115 0.01047278 0.27231223 0.0219657  0.00959225 0.14891373
 0.34759273 0.12750125 0.02117363 0.01275267]","[[ 1.67873289 21.40973091]
 [ 4.00748693 28.89628333]
 [-2.87939127 10.01980441]
 [ 2.19880524 27.14766156]
 [ 2.38056961 16.43923186]
 [-3.3513845  21.53674518]
 [-6.63462436 18.54231172]
 [-2.8341763  22.06344571]
 [ 1.51311    17.98248841]
 [ 0.35428208  2.84690768]]",False
SBP_Distribution_STD,DBP_ED,Testing_Subject_Characteristics,[-7.07876654 -3.00838778 -5.57050309  1.63490945],[2.36201408e-05 9.99750271e-02 6.20893000e-02 9.35193565e-03],"[[-10.17669698  -3.98083609]
 [ -6.60927619   0.59250064]
 [-11.43110939   0.2901032 ]
 [  0.41640875   2.85341016]]",False
SBP_Distribution_STD,DBP_ED,Sensor_Data,"[ 5.73486492  4.56355659  0.94247207  2.35366393  3.49934304  6.04285834
  0.57204326  0.14004396 -2.51634306 -2.53934577  3.96001723 -0.36103455
  7.17957845 10.60025132 -2.45998841 -1.12318954 12.25128138 -8.23014954
 -0.73827551  1.44472662]","[0.42365895 0.60602342 0.89938075 0.72115255 0.65440996 0.35890123
 0.93544633 0.98764897 0.77864353 0.77659957 0.65475474 0.96743336
 0.33236278 0.23460172 0.78397916 0.88516987 0.16930975 0.36998193
 0.92396711 0.05942937]","[[ -8.55911183  20.02884166]
 [-13.11713536  22.24424854]
 [-13.97160086  15.85654501]
 [-10.833155    15.54048286]
 [-12.12667721  19.12536329]
 [ -7.07769894  19.16341562]
 [-13.56049488  14.70458141]
 [-17.96274439  18.24283232]
 [-20.42267808  15.38999195]
 [-20.43944921  15.36075768]
 [-13.74203189  21.66206635]
 [-18.05614913  17.33408003]
 [ -7.56660803  21.92576493]
 [ -7.11086673  28.31136938]
 [-20.40947073  15.48949391]
 [-16.68439196  14.43801288]
 [ -5.40523915  29.90780191]
 [-26.52126365  10.06096457]
 [-16.21713595  14.74058494]
 [ -0.05980792   2.94926115]]",False
DBP_Distribution_STD,SBP_Error_STD,,0.10194490266080794,0.24055194722740791,[-0.0699237   0.27381351],False
DBP_Distribution_STD,SBP_Error_STD,Calibration_Technique,[3.93957884 0.10360615],[0.00041415 0.19293786],"[[ 1.82604705  6.05311063]
 [-0.05367532  0.26088762]]",False
DBP_Distribution_STD,SBP_Error_STD,Algorithm,"[ 0.07753929 -1.02028166  1.20351149  1.98206451  3.01116957 -1.69923477
 -1.6288377  -9.54827805  0.17150411]","[0.9812084  0.7566037  0.18902514 0.55986538 0.3618938  0.47453982
 0.26396667 0.00718848 0.06146046]","[[-6.48372798e+00  6.63880656e+00]
 [-7.57851551e+00  5.53795219e+00]
 [-6.09083165e-01  3.01610614e+00]
 [-4.78356178e+00  8.74769081e+00]
 [-3.54749160e+00  9.56983074e+00]
 [-6.42470818e+00  3.02623864e+00]
 [-4.51934110e+00  1.26166569e+00]
 [-1.64073437e+01 -2.68921246e+00]
 [-8.50614302e-03  3.51514354e-01]]",False
DBP_Distribution_STD,SBP_Error_STD,Dataset,"[3.54388484 4.94721063 1.01583515 7.01179228 2.8993875  0.09186827
 1.12625686 2.90868964 2.91983629 0.01380273]","[0.27175591 0.22781833 0.62043957 0.0810385  0.196878   0.98153824
 0.77686755 0.46548256 0.27630346 0.89138033]","[[-2.85065862  9.9384283 ]
 [-3.17880364 13.07322491]
 [-3.06931577  5.10098607]
 [-0.89324644 14.916831  ]
 [-1.54698869  7.3457637 ]
 [-7.82316884  8.00690538]
 [-6.79398519  9.04649891]
 [-5.01818314 10.83556243]
 [-2.3993868   8.23905938]
 [-0.18769628  0.21530173]]",False
DBP_Distribution_STD,SBP_Error_STD,Testing_Subject_Characteristics,[-1.46849669 -0.28854997 -0.96292033  0.06350503],[0.14838212 0.79871154 0.6044349  0.48387965],"[[-3.47406069  0.53706732]
 [-2.54013691  1.96303697]
 [-4.65875875  2.7329181 ]
 [-0.11669637  0.24370644]]",False
DBP_Distribution_STD,SBP_Error_STD,Sensor_Data,"[-0.70060232  4.69726742 -2.35988863 -1.03112937 -1.79360665  0.44602285
 -0.31011727 -6.05868067 -2.01032328 -1.99043285  1.86732286 -0.55217755
  0.63096372  3.98727349 -1.28540726  2.67145175  5.13945578 -7.95650292
 -0.22965324  0.07103726]","[0.8511755  0.32476904 0.54315652 0.76801491 0.66228759 0.89932344
 0.93286382 0.20662276 0.67302242 0.67590167 0.6936944  0.90750375
 0.87408239 0.40511328 0.78651102 0.51752987 0.28147825 0.09792806
 0.95544079 0.47235353]","[[ -8.17154263   6.77033799]
 [ -4.7986625   14.19319734]
 [-10.11082938   5.39105212]
 [ -8.02296014   5.96070141]
 [-10.00287913   6.41566584]
 [ -6.60798919   7.50003489]
 [ -7.67628241   7.05604786]
 [-15.57658256   3.45922122]
 [-11.53382517   7.51317861]
 [-11.50877412   7.52790843]
 [ -7.61234059  11.34698631]
 [-10.06148735   8.95713226]
 [ -7.33515337   8.59708081]
 [ -5.56098238  13.53552937]
 [-10.7786067    8.20779218]
 [ -5.57035522  10.91325871]
 [ -4.35025     14.62916157]
 [-17.4358062    1.52280036]
 [ -8.45404946   7.99474297]
 [ -0.12621549   0.26829002]]",False
DBP_Distribution_STD,DBP_Error_STD,,0.08307597807255138,0.4752366171913994,[-0.14790723  0.31405919],False
DBP_Distribution_STD,DBP_Error_STD,Calibration_Technique,[4.06787752 0.12635422],[0.00030791 0.23756443],"[[ 1.93720684  6.1985482 ]
 [-0.08533214  0.33804058]]",False
DBP_Distribution_STD,DBP_Error_STD,Algorithm,"[  0.5732278   -1.21103557   1.51293964   3.08802314   2.8124083
  -1.32256943  -1.18833691 -11.63857737   0.2896258 ]","[0.8606359  0.70970339 0.10001634 0.34498542 0.38850988 0.575545
 0.40283907 0.00252056 0.02680083]","[[ -5.93350146   7.07995706]
 [ -7.69120801   5.26913687]
 [ -0.29892482   3.3248041 ]
 [ -3.40414854   9.58019483]
 [ -3.66700801   9.2918246 ]
 [ -6.02415753   3.37901868]
 [ -4.01095286   1.63427904]
 [-19.01538249  -4.26177225]
 [  0.03447307   0.54477852]]",False
DBP_Distribution_STD,DBP_Error_STD,Dataset,"[ 3.66825485e+00  5.08744665e+00  1.01152133e+00  6.98338759e+00
  2.94067562e+00  4.91363323e-02  1.07300702e+00  2.96186627e+00
  2.99397262e+00 -2.51553688e-03]","[0.29521479 0.2043277  0.62227548 0.08210122 0.18862626 0.99009769
 0.78738255 0.45561511 0.25719272 0.98534874]","[[-3.28472627 10.62123597]
 [-2.84653287 13.02142617]
 [-3.07779297  5.10083563]
 [-0.91785782 14.884633  ]
 [-1.48491706  7.36626829]
 [-7.84410173  7.9423744 ]
 [-6.85610494  9.00211899]
 [-4.93341513 10.85714767]
 [-2.24433098  8.23227623]
 [-0.27562137  0.2705903 ]]",False
DBP_Distribution_STD,DBP_Error_STD,Testing_Subject_Characteristics,[-1.59183093 -0.25797034 -0.97367343  0.06255103],[0.10876425 0.82017616 0.60194915 0.59449498],"[[-3.54717476  0.3635129 ]
 [-2.51632265  2.00038197]
 [-4.68517898  2.73783211]
 [-0.17106627  0.29616834]]",False
DBP_Distribution_STD,DBP_Error_STD,Sensor_Data,"[-0.41005011  4.77023352 -2.30742691 -0.69201675 -1.88618534  0.81916265
 -0.21526203 -5.8096335  -1.77517859 -1.77342991  1.80282291 -0.34746085
  1.17859632  4.26759933 -1.21991004  2.79510495  5.17234577 -8.00997001
 -0.14577814  0.02498126]","[0.91466229 0.32330329 0.55657863 0.84378877 0.64946962 0.8162018
 0.95402206 0.22693247 0.71082547 0.71104859 0.70659327 0.94196966
 0.76503643 0.3765781  0.79937353 0.50482583 0.28449357 0.09768991
 0.97198234 0.8397747 ]","[[ -8.06673498   7.24663476]
 [ -4.84372935  14.38419639]
 [-10.14637121   5.5315174 ]
 [ -7.71809112   6.33405761]
 [-10.18147899   6.40910831]
 [ -6.23115487   7.86948017]
 [ -7.68614177   7.25561772]
 [-15.3557142    3.7364472 ]
 [-11.34943916   7.79908197]
 [-11.34600381   7.799144  ]
 [ -7.77340318  11.379049  ]
 [ -9.89864212   9.20372043]
 [ -6.70875626   9.06594891]
 [ -5.34987965  13.88507832]
 [-10.82133287   8.38151279]
 [ -5.57154625  11.16175616]
 [ -4.4388478   14.78353934]
 [-17.54600088   1.52606085]
 [ -8.45136732   8.15981104]
 [ -0.22221352   0.27217604]]",False
DBP_Distribution_STD,SBP_ED,,0.8905753765955997,0.005509091936865703,[0.27104078 1.51010998],True
DBP_Distribution_STD,SBP_ED,Calibration_Technique,[3.25790414 0.6011997 ],[0.00421908 0.05621789],"[[ 1.06406397  5.45174431]
 [-0.01641182  1.21881122]]",False
DBP_Distribution_STD,SBP_ED,Algorithm,"[ 0.09678927 -0.7857604   0.63870715  3.90181906  3.21696926 -2.16130522
 -0.74128082 -6.39035726  0.6923511 ]","[0.97645325 0.8107201  0.50098086 0.23731129 0.32878119 0.35939275
 0.60882016 0.05919754 0.04692795]","[[-6.43906848e+00  6.63264702e+00]
 [-7.32327304e+00  5.75175223e+00]
 [-1.24927241e+00  2.52668671e+00]
 [-2.63911917e+00  1.04427573e+01]
 [-3.32145453e+00  9.75539305e+00]
 [-6.84423929e+00  2.52162885e+00]
 [-3.62501208e+00  2.14245044e+00]
 [-1.30369923e+01  2.56277797e-01]
 [ 9.72248590e-03  1.37497972e+00]]",False
DBP_Distribution_STD,SBP_ED,Dataset,"[ 3.37121431  4.8186118   0.28554426  4.47691905  1.64151546 -1.89644588
 -0.9031312   2.55403042  2.69186344  0.8872877 ]","[0.25696057 0.20079747 0.88384456 0.24868474 0.44578349 0.61914867
 0.81285921 0.49571061 0.27928076 0.01089232]","[[-2.52420721  9.26663584]
 [-2.6367378  12.2739614 ]
 [-3.61073927  4.18182779]
 [-3.21518188 12.16901999]
 [-2.63972774  5.92275865]
 [-9.49481051  5.70191875]
 [-8.50698334  6.70072094]
 [-4.90506294 10.01312378]
 [-2.24284709  7.62657396]
 [ 0.21231449  1.56226091]]",False
DBP_Distribution_STD,SBP_ED,Testing_Subject_Characteristics,[-1.06089588  0.49318685 -0.68234647  0.87109298],[0.26818539 0.6585472  0.69893787 0.00936416],"[[-2.95866115  0.8368694 ]
 [-1.72641595  2.71278966]
 [-4.1919339   2.82724095]
 [ 0.22174779  1.52043818]]",False
DBP_Distribution_STD,SBP_ED,Sensor_Data,"[ 1.63022017  6.15296538 -0.59982266  1.17549718 -1.67377144  2.56278287
  1.70522235 -3.5263812   0.7735461   0.74181648  2.17884641  1.75895347
  3.4491874   5.79401065  1.07575188  5.08395387  5.34080106 -5.2269098
  1.65749505  0.85177526]","[0.64624548 0.17646084 0.87173225 0.72349454 0.66642228 0.44387471
 0.63094168 0.44161231 0.86611685 0.87148151 0.62716638 0.69955445
 0.36086749 0.20323405 0.81373776 0.20481756 0.2366013  0.2605612
 0.67426173 0.01664604]","[[ -5.46914277   8.72958312]
 [ -2.86655545  15.1724862 ]
 [ -8.03280504   6.83315972]
 [ -5.46871475   7.81970912]
 [ -9.4359544    6.08841152]
 [ -4.11398756   9.2395533 ]
 [ -5.38892673   8.79937143]
 [-12.66785701   5.61509461]
 [ -8.40645403   9.95354624]
 [ -8.43265203   9.916285  ]
 [ -6.78621923  11.14391205]
 [ -7.35422107  10.87212801]
 [ -4.07085422  10.96922903]
 [ -3.23908364  14.82710494]
 [ -8.05816115  10.2096649 ]
 [ -2.87041351  13.03832126]
 [ -3.62147886  14.30308099]
 [-14.46054142   4.00672183]
 [ -6.22632272   9.54131282]
 [  0.16171636   1.54183417]]",False
DBP_Distribution_STD,DBP_ED,,1.1645390960179192,0.0014446912211837583,[0.46535669 1.8637215 ],True
DBP_Distribution_STD,DBP_ED,Calibration_Technique,[3.17356024 0.87713472],[0.00405538 0.01333952],"[[1.0464316  5.30068888]
 [0.18859571 1.56567372]]",True
DBP_Distribution_STD,DBP_ED,Algorithm,"[-0.47234145 -0.60121834  0.53415011  3.64528001  2.87057746 -2.31597561
 -0.79268906 -6.2474422   0.94426641]","[0.88368795 0.85236442 0.56671433 0.26100083 0.37507845 0.31875635
 0.57594968 0.06020802 0.01599373]","[[ -6.9068448    5.96216189]
 [ -7.03914059   5.83670392]
 [ -1.32151013   2.38981035]
 [ -2.78304655  10.07360657]
 [ -3.55764763   9.29880256]
 [ -6.92581231   2.29386109]
 [ -3.61360768   2.02822955]
 [-12.77201567   0.27713127]
 [  0.18263553   1.7058973 ]]",False
DBP_Distribution_STD,DBP_ED,Dataset,"[ 4.3403678   4.94193126  0.68068015  6.15299868  1.98389111 -0.0581267
 -0.71538026  2.61844061  2.74617799  1.17477221]","[0.13623265 0.17787456 0.71828802 0.09564864 0.33638775 0.9872539
 0.84591935 0.47291614 0.25675201 0.00200887]","[[-1.41054056 10.09127615]
 [-2.3122982  12.19616072]
 [-3.07899243  4.44035273]
 [-1.11873618 13.42473355]
 [-2.11372615  6.08150838]
 [-7.31216184  7.19590844]
 [-8.05359255  6.62283202]
 [-4.63836121  9.87524244]
 [-2.05408025  7.54643623]
 [ 0.44825744  1.90128697]]",False
DBP_Distribution_STD,DBP_ED,Testing_Subject_Characteristics,[-1.32014835  0.16148703 -1.69404379  1.17774474],[0.15006195 0.87861926 0.3267594  0.00157064],"[[-3.13069638  0.49039967]
 [-1.9430087   2.26598276]
 [-5.11920434  1.73111676]
 [ 0.46560673  1.88988276]]",False
DBP_Distribution_STD,DBP_ED,Sensor_Data,"[ 3.08392237  7.33952258  0.95671182  2.15068786  1.14322377  3.28313703
  2.87308613 -2.2175617   1.3894005   1.37365342  4.40555715  2.20429987
  4.11646988  6.93310042  2.07643702  5.72588348  7.66266176 -4.04064053
  2.53545205  0.98902406]","[0.40503115 0.11264499 0.80381183 0.52840033 0.77695218 0.33479198
 0.43249437 0.63552458 0.76384537 0.7663623  0.33739137 0.62983052
 0.28250816 0.1340815  0.65440491 0.15847344 0.09762289 0.39398
 0.52662145 0.01373923]","[[ -4.29979321  10.46763796]
 [ -1.7936391   16.47268427]
 [ -6.74732148   8.66074511]
 [ -4.66111281   8.96248854]
 [ -6.92857398   9.21502151]
 [ -3.49443544  10.0607095 ]
 [ -4.42723652  10.17340878]
 [-11.56876206   7.13363867]
 [ -7.86031967  10.63912066]
 [ -7.87284776  10.62015459]
 [ -4.73863682  13.54975112]
 [ -6.93631198  11.34491173]
 [ -3.50083977  11.73377953]
 [ -2.21577822  16.08197905]
 [ -7.19557137  11.34844541]
 [ -2.31243188  13.76419883]
 [ -1.4580139   16.78333742]
 [-13.48912269   5.40784164]
 [ -5.46032863  10.53123274]
 [  0.21183971   1.76620842]]",False
SBP_Error_STD,DBP_Error_STD,,0.883382065450746,8.205428709713657e-10,[0.63672734 1.13003679],True
SBP_Error_STD,DBP_Error_STD,Calibration_Technique,[0.79891097 0.89179197],[5.26645551e-01 8.97014333e-10],"[[-1.70706281  3.30488476]
 [ 0.6425659   1.14101803]]",False
